N,P,K,temperature,humidity,ph,rainfall,main_crop,interm_crop,inter_land_cover(%),land_sustainability(%)
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice,greengram,25,15
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice,cowpea,30,18
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,blackgram,20,12
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,greengram,25,15
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,cowpea,30,18
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,blackgram,20,12
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,greengram,25,15
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,cowpea,30,18
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice,blackgram,20,12
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice,greengram,25,15
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice,cowpea,30,18
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,blackgram,20,12
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,greengram,25,15
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,cowpea,30,18
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,blackgram,20,12
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,greengram,25,15
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,cowpea,30,18
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,blackgram,20,12
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,greengram,25,15
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,cowpea,30,18
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,blackgram,20,12
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,greengram,25,15
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,cowpea,30,18
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,blackgram,20,12
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,greengram,25,15
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,cowpea,30,18
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,blackgram,20,12
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,greengram,25,15
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,cowpea,30,18
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,blackgram,20,12
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,greengram,25,15
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,cowpea,30,18
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,blackgram,20,12
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,greengram,25,15
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,cowpea,30,18
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,blackgram,20,12
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,greengram,25,15
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,cowpea,30,18
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,blackgram,20,12
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,greengram,25,15
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,cowpea,30,18
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,blackgram,20,12
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,greengram,25,15
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,cowpea,30,18
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,blackgram,20,12
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,greengram,25,15
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,cowpea,30,18
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,blackgram,20,12
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,greengram,25,15
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,cowpea,30,18
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,blackgram,20,12
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,greengram,25,15
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,cowpea,30,18
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,blackgram,20,12
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,greengram,25,15
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,cowpea,30,18
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,blackgram,20,12
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,greengram,25,15
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,cowpea,30,18
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,blackgram,20,12
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,greengram,25,15
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,cowpea,30,18
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,blackgram,20,12
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,greengram,25,15
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,cowpea,30,18
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,blackgram,20,12
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,greengram,25,15
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,cowpea,30,18
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,blackgram,20,12
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,greengram,25,15
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,cowpea,30,18
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,blackgram,20,12
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,greengram,25,15
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,cowpea,30,18
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,blackgram,20,12
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,greengram,25,15
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,cowpea,30,18
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,blackgram,20,12
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,greengram,25,15
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,cowpea,30,18
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,blackgram,20,12
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,greengram,25,15
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,cowpea,30,18
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,blackgram,20,12
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,greengram,25,15
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,cowpea,30,18
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,blackgram,20,12
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,greengram,25,15
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,cowpea,30,18
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,blackgram,20,12
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,greengram,25,15
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,cowpea,30,18
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,blackgram,20,12
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,greengram,25,15
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,cowpea,30,18
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,blackgram,20,12
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,greengram,25,15
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,cowpea,30,18
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,blackgram,20,12
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,greengram,25,15
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,cowpea,30,18
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,blackgram,20,12
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,greengram,25,15
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,cowpea,30,18
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,blackgram,20,12
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,greengram,25,15
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,cowpea,30,18
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,blackgram,20,12
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,greengram,25,15
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,cowpea,30,18
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,blackgram,20,12
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,greengram,25,15
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,cowpea,30,18
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,blackgram,20,12
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,greengram,25,15
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,cowpea,30,18
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,blackgram,20,12
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,greengram,25,15
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,cowpea,30,18
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,blackgram,20,12
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,greengram,25,15
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,cowpea,30,18
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,blackgram,20,12
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,greengram,25,15
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,cowpea,30,18
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,blackgram,20,12
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,greengram,25,15
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,cowpea,30,18
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,blackgram,20,12
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,greengram,25,15
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,cowpea,30,18
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,blackgram,20,12
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,greengram,25,15
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,cowpea,30,18
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,blackgram,20,12
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,greengram,25,15
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,cowpea,30,18
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,blackgram,20,12
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,greengram,25,15
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,cowpea,30,18
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,blackgram,20,12
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,greengram,25,15
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,cowpea,30,18
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,blackgram,20,12
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,greengram,25,15
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,cowpea,30,18
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,blackgram,20,12
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,greengram,25,15
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,cowpea,30,18
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,blackgram,20,12
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,greengram,25,15
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,cowpea,30,18
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,blackgram,20,12
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,greengram,25,15
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,cowpea,30,18
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,blackgram,20,12
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,greengram,25,15
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,cowpea,30,18
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,blackgram,20,12
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,greengram,25,15
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,cowpea,30,18
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,blackgram,20,12
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,greengram,25,15
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,cowpea,30,18
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,blackgram,20,12
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,greengram,25,15
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,cowpea,30,18
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,blackgram,20,12
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,greengram,25,15
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,cowpea,30,18
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,blackgram,20,12
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,greengram,25,15
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,cowpea,30,18
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,blackgram,20,12
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,greengram,25,15
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,cowpea,30,18
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,blackgram,20,12
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,greengram,25,15
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,cowpea,30,18
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,blackgram,20,12
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,greengram,25,15
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,cowpea,30,18
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,blackgram,20,12
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,greengram,25,15
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,cowpea,30,18
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,blackgram,20,12
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,greengram,25,15
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,cowpea,30,18
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,blackgram,20,12
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,greengram,25,15
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,cowpea,30,18
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,blackgram,20,12
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,greengram,25,15
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,cowpea,30,18
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,blackgram,20,12
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,greengram,25,15
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,cowpea,30,18
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,blackgram,20,12
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,greengram,25,15
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,cowpea,30,18
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,blackgram,20,12
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,greengram,25,15
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,cowpea,30,18
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,blackgram,20,12
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,greengram,25,15
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,cowpea,30,18
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,blackgram,20,12
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,greengram,25,15
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,cowpea,30,18
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,blackgram,20,12
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,greengram,25,15
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,cowpea,30,18
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,blackgram,20,12
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,greengram,25,15
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,cowpea,30,18
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,blackgram,20,12
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,greengram,25,15
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,cowpea,30,18
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,blackgram,20,12
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,greengram,25,15
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,cowpea,30,18
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,blackgram,20,12
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,greengram,25,15
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,cowpea,30,18
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,blackgram,20,12
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,greengram,25,15
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,cowpea,30,18
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,blackgram,20,12
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,greengram,25,15
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,cowpea,30,18
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,blackgram,20,12
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,greengram,25,15
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,cowpea,30,18
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,blackgram,20,12
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,greengram,25,15
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,cowpea,30,18
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,blackgram,20,12
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,greengram,25,15
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,cowpea,30,18
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,blackgram,20,12
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,greengram,25,15
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,cowpea,30,18
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,blackgram,20,12
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,greengram,25,15
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,cowpea,30,18
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,blackgram,20,12
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,greengram,25,15
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,cowpea,30,18
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,blackgram,20,12
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,greengram,25,15
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,cowpea,30,18
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,blackgram,20,12
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,cowpea,25,15
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,groundnut,30,18
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,blackgram,20,12
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,cowpea,25,15
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,groundnut,30,18
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,blackgram,20,12
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,cowpea,25,15
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,groundnut,30,18
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,blackgram,20,12
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,cowpea,25,15
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,groundnut,30,18
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,blackgram,20,12
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,cowpea,25,15
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,groundnut,30,18
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,blackgram,20,12
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,cowpea,25,15
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,groundnut,30,18
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,blackgram,20,12
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,cowpea,25,15
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,groundnut,30,18
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,blackgram,20,12
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,cowpea,25,15
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,groundnut,30,18
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,blackgram,20,12
